Name	Id
chloroplast Aglaonema crispum	267622.chloroplast
mitochondrion Parachanna insignis	215404.mitochondrion
chloroplast Ranunculus amplexicaulis	286854.chloroplast
mitochondrion Simulium encisoi	79302.mitochondrion
Tobacco leaf curl Cuba virus	336987
Gloxinia tospovirus	76146
chloroplast Elegia esterhuyseniae	311276.chloroplast
chloroplast Acampe ochracea	331157.chloroplast
Enterococcus faecalis	1351
chloroplast Caragana korshinskii	220689.chloroplast
mitochondrion Sminthopsis ooldea	90765.mitochondrion
Botrytis virus F	129395
mitochondrion Numida meleagris	8996.mitochondrion
mitochondrion Tachycineta bicolor	72873.mitochondrion
chloroplast Agapetes serpens	57521.chloroplast
mitochondrion Nyctibius griseus	48428.mitochondrion
chloroplast Ailanthus triphysa	459110.chloroplast
chloroplast Agalinis heterophylla	282236.chloroplast
Anarhichas lupus	8204
mitochondrion Pinus sylvestris	3349.mitochondrion
chloroplast Suaeda vermiculata	224191.chloroplast
mitochondrion Pycnonotus melanicterus	241766.mitochondrion
mitochondrion Necturus lewisi	43528.mitochondrion
Bean golden yellow mosaic virus-[Mexico]	222447
mitochondrion Astatheros alfari-sj	63150.mitochondrion
mitochondrion Astatheros alfari-si	63149.mitochondrion
Drosophila helvetica	77129
chloroplast Zingiber corallinum	110735.chloroplast
chloroplast Euglena stellata	38278.chloroplast
plastid Madhuca macrophylla	413806.plastid
Ulva compressa	63659
mitochondrion Cratogeomys merriami	13462.mitochondrion
White sturgeon adenovirus	189832
Enterobacteria phage HK620	155148
chloroplast Lilium candidum	83802.chloroplast
Propionibacterium freudenreichii subsp. shermanii	1752
Pacifastacus leniusculus	6720
chloroplast Eriosyce aurata	153856.chloroplast
mitochondrion Milvus milvus fasciicauda	329125.mitochondrion
La Crosse virus	11578
HoMuLV murine leukemia virus	11799
chloroplast Thamnochortus punctatus	291131.chloroplast
Tomato leaf curl Maharastra beta - [India:Pune:2004]	453451
Rhodococcus sp. 1BN	135839
Stichodactyla helianthus	6123
Helix aspersa	6535
Chironomus samoensis	39722
Zaprionus tuberculatus	7297
Populus tremula x Populus tremuloides	47664
chloroplast Anarthrophyllum desideratum	247921.chloroplast
chloroplast Rheum palmatum	137221.chloroplast
mitochondrion Schistosoma japonicum	6182.mitochondrion
mitochondrion Tetrao parvirostris	109672.mitochondrion
Bacillus alcalophilus	1445
Rhesus monkey papillomavirus - 1	10570
mitochondrion Chamaeleo ellioti	179930.mitochondrion
mitochondrion Protomelas spilopterus	445503.mitochondrion
mitochondrion Stenocercus imitator	342341.mitochondrion
Cervus nippon	9863
mitochondrion Tectocoris diophthalmus	159956.mitochondrion
mitochondrion Leucopternis lacernulatus	345747.mitochondrion
Rhodococcus sp. XP	229739
Streptomyces sp. CK4412	404220
mitochondrion Centruroides sculpturatus	218467.mitochondrion
Sinorhizobium medicae WSM419	366394
mitochondrion Puffinus creatopus	48679.mitochondrion
mitochondrion Fusigobius neophytus	151725.mitochondrion
chloroplast Amorphophallus variabilis	175756.chloroplast
mitochondrion Percina aurantiaca	163808.mitochondrion
Coprinellus disseminatus	71703
chloroplast Dendrochilum glumaceum	71597.chloroplast
mitochondrion Nesocichla eremita	311368.mitochondrion
mitochondrion Spilornis elgini	321081.mitochondrion
chloroplast Monodia stipoides	110894.chloroplast
mitochondrion Micropterus floridanus	225391.mitochondrion
chloroplast Iris spuria subsp. carthaliniae	292529.chloroplast
chloroplast Bahia absinthifolia	41490.chloroplast
mitochondrion Oreochromis karongae	167928.mitochondrion
Planktothrix agardhii NIVA-CYA 126/8	388467
mitochondrion Brachytarsomys albicauda	107270.mitochondrion
mitochondrion Zosterops abyssinicus socotranus	364604.mitochondrion
Foot-and-mouth disease virus C3	46290
Foot-and-mouth disease virus C1	12121
mitochondrion Corvus frugilegus	75140.mitochondrion
Periplaneta fuliginosa	36977
Foot-and-mouth disease virus C4	46291
mitochondrion Lutjanus russellii	232193.mitochondrion
chloroplast Exormotheca pustulosa	179058.chloroplast
mitochondrion Cunningtonia longiventralis	27739.mitochondrion
Prochlorococcus marinus str. MIT 9312	74546
Prochlorococcus marinus str. MIT 9313	74547
Saccharomyces cariocanus	114526
Delphinium 'MagicFountains dark blue'	151677
mitochondrion Paranotothenia magellanica	37005.mitochondrion
chloroplast Myxopyrum hainanense	389179.chloroplast
mitochondrion Asparagus sp. Quagliariello 16104	179295.mitochondrion
Ophiostoma novo-ulmi subsp. novo-ulmi	170179
Pachysolen tannophilus	4918
chloroplast Plagiochila macrostachya	181815.chloroplast
Bacillus thuringiensis serovar thompsoni	44162
Human rhinovirus 46	167324
mitochondrion Forbestra equicola	344634.mitochondrion
mitochondrion Episcada carcinia	344628.mitochondrion
chloroplast Taeniophyllum aphyllum	331255.chloroplast
mitochondrion Xenocatantops brachycerus	227619.mitochondrion
Balaenoptera acutorostrata	9767
chloroplast Ormosia formosana	100158.chloroplast
Penicillium daleae	63821
Fusobacterium nucleatum	851
mitochondrion Chaetobranchopsis orbicularis	74108.mitochondrion
mitochondrion Bombina bombina	8345.mitochondrion
mitochondrion Batrachoseps gavilanensis (Gabilan Mountains slender	332573.mitochondrion
Saccharothrix mutabilis subsp. capreolus	66854
mitochondrion Cyprinella callitaenia	87711.mitochondrion
chloroplast Eryngium yuccifolium	90460.chloroplast
Rhizobium sp. AC100	168685
chloroplast Panax vietnamensis	106132.chloroplast
mitochondrion Amblonyx cinereus	452597.mitochondrion
chloroplast Catapodium rigidum	211937.chloroplast
Bacillus sp. NM21	396503
Stachytarpheta leaf curl virus - [Hn26]	290000
mitochondrion Tamias sonomae	123795.mitochondrion
Acidobacterium capsulatum	33075
chloroplast Phyllanthus sepialis	319612.chloroplast
Cervus elaphus canadensis	9861
mitochondrion Myotis yanbarensis	187015.mitochondrion
Liparis atlanticus	255717
mitochondrion Tolypeutes matacus	183749.mitochondrion
chloroplast Symplocos sp. 438	298544.chloroplast
mitochondrion Lophophorus lhuysii	228248.mitochondrion
Pseudomonas phage phiKZ	169683
Blumeria graminis f. sp. hordei	62688
Mycoplasma iowae	2116
mitochondrion Rhinolophus monoceros	169756.mitochondrion
Oxyura maccoa	90704
Rickettsia raoultii	369822
Lilac ring mottle virus	37125
mitochondrion Poecilotriccus capitalis	360244.mitochondrion
chloroplast Begonia meyeri-johannis	198563.chloroplast
mitochondrion Sylvia buryi	216196.mitochondrion
Zoarces elongatus	291231
chloroplast Syzygiella setulosa	402141.chloroplast
Lentinula edodes	5353
Mycobacterium septicum	98668
chloroplast Geosiris aphylla	153028.chloroplast
chloroplast Macleania coccoloboides	180704.chloroplast
Antithamnion sp.	2767
mitochondrion Cyanopica cooki	301986.mitochondrion
mitochondrion Ctenops nobilis	313184.mitochondrion
chloroplast Rohdea japonica	100496.chloroplast
mitochondrion Aequidens tetramerus	172531.mitochondrion
Chlamydia muridarum Nigg	243161
Cellulomonas sp. GM13	103710
mitochondrion Antilope cervicapra	59525.mitochondrion
chloroplast Sporadanthus tasmanicus	98918.chloroplast
mitochondrion Anisomys imitator	332661.mitochondrion
mitochondrion Nimbochromis linni	311526.mitochondrion
Bacillus phage SPO1	10685
Diceros bicornis minor	77932
Bacillus phage SPO2	10723
Sycon raphanus	56443
Sebastiscus marmoratus	41446
Petunia vein clearing virus	59504
Methylomonas methanica	421
mitochondrion Gnatholepis thompsoni	151728.mitochondrion
Pichia sp. N1-1	236341
Dictyostelium discoideum AX2	366501
Zaprionus davidi	428974
Topografov virus	83192
Trichoderma parceramosum	58854
Astacus astacus	6715
chloroplast Malaxis oculata	421265.chloroplast
mitochondrion Limnocottus bergianus	61633.mitochondrion
Paramyxine atami	50612
Paenibacillus fukuinensis	170835
mitochondrion Nectarinia sovimanga buchenorum	234085.mitochondrion
mitochondrion Megalaima franklinii	240713.mitochondrion
Legionella pneumophila serogroup 1	66976
mitochondrion Sminthopsis granulipes	90759.mitochondrion
Legionella pneumophila serogroup 6	66981
Hydra sp.	6086
mitochondrion Tropheus duboisi	8148.mitochondrion
Hirtodrosophila confusa	77771
Rous-associated virus type 1	11950
Ageratum leaf curl virus - [G52]	298650
chloroplast Aristolochia arborea	158532.chloroplast
Mus platythrix	10101
Euonymus europaeus	123417
chloroplast Silene conica	39875.chloroplast
mitochondrion Kikihia paxillulae	140084.mitochondrion
chloroplast Asteriscus schultzii	73985.chloroplast
Bradyrhizobium sp. KFR22	353523
mitochondrion Harpactes duvaucelii	297712.mitochondrion
Eranthis hyemalis	37492
Plasmodium vivax	126793
mitochondrion Paracentrotus lividus	7656.mitochondrion
chloroplast Thinopyrum intermedium	85679.chloroplast
mitochondrion Zenopsis nebulosus	94939.mitochondrion
mitochondrion Ixiolirion tataricum	49722.mitochondrion
plastid Nicotiana exigua	118695.plastid
chloroplast Lamium purpureum	53164.chloroplast
mitochondrion Lamprolaima rhami	347504.mitochondrion
Corallina pilulifera	78447
mitochondrion Physiculus japonicus	181408.mitochondrion
chloroplast Ophiorrhiza kuroiwae	367364.chloroplast
mitochondrion Anolis grahami	38894.mitochondrion
chloroplast Exbucklandia populnea	54453.chloroplast
mitochondrion Urostrophus gallardoi	161148.mitochondrion
mitochondrion Gobiopterus semivestita	166750.mitochondrion
Monostroma angicava	189348
Human calicivirus NLV/Koenigswusterhausen/130/00/DE	173932
mitochondrion Pseudourostyla cristata	293816.mitochondrion
mitochondrion Alcippe poioicephala grotei	433955.mitochondrion
mitochondrion Opisthorchis viverrini	6198.mitochondrion
chloroplast Vaucheria schleicheri	195990.chloroplast
chloroplast Constancea nevinii	149418.chloroplast
Cowpea mosaic virus	12264
mitochondrion Natalus jamaicensis	290563.mitochondrion
mitochondrion Callogobius sclateri	166739.mitochondrion
Pectinophora gossypiella	13191
chloroplast Campanula ramosa	40569.chloroplast
chloroplast Conocephalum conicum	41839.chloroplast
chloroplast Barclaya longifolia	4412.chloroplast
Papaya leaf curl China virus -[G4]	292505
chloroplast Acidodontium subrotundum	187826.chloroplast
Encephalitozoon intestinalis	58839
mitochondrion Myiarchus barbirostris	204054.mitochondrion
mitochondrion Vermivora luciae	231559.mitochondrion
chloroplast Schlechtendalia luzulifolia	41633.chloroplast
chloroplast Mylia taylorii	248336.chloroplast
Chryseobacterium indologenes	253
Escherichia coli O111:H-	168927
Phalaenopsis sp. SM9108	54872
Conus purpurascens	41690
mitochondrion Ratsirakia legendrei	308088.mitochondrion
IncP-1beta multiresistance plasmid pB8	338421
Securigera parviflora	172083
Aegilops markgrafii	4494
mitochondrion Camponotus pennsylvanicus	104422.mitochondrion
Escherichia coli O111:H2	397453
chloroplast Disa pulchra	376071.chloroplast
chloroplast Anthoxanthum odoratum	29661.chloroplast
Cucumber mottle virus	388038
Vespa velutina nigrithorax	202809
mitochondrion Microcebus sp. ANT5.1	388736.mitochondrion
mitochondrion Cephalophus weynsi	129232.mitochondrion
chloroplast Picea retroflexa	308684.chloroplast
Xanthomonas vesicatoria	56460
Haloarcula japonica	29282
chloroplast Flaveria ramosissima	41578.chloroplast
Galaxea fascicularis	46745
mitochondrion Puffinus gravis	37051.mitochondrion
chloroplast Wolffiella denticulata	161123.chloroplast
Salmonella enterica subsp. salamae serovar 42:f,g,t:--	41518
Sus scrofa coreanus	291050
mitochondrion Hoplarchus psittacus	74121.mitochondrion
mitochondrion Platysaurus capensis	52175.mitochondrion
Sinorhizobium sp. RAT902	140750
Norovirus Hu/GII/Sinsiro/97/JP	301372
Enterobacteria phage L17	318593
Theileria sp.	27992
Anguilla anguilla	7936
SARS coronavirus Frankfurt 1	229992
Beet curly top virus - California [Logan/Arabidopsis]	268961
Paxillus involutus	71150
mitochondrion Daucus carota	4039.mitochondrion
Siniperca kneri	214812
Bacteroides thetaiotaomicron	818
Pelodiscus sinensis japonicus	34908
chloroplast Torreya fargesii	120259.chloroplast
Squash mosaic virus	36401
Enchytraeus coronatus	208440
chloroplast Simarouba amara	101569.chloroplast
mitochondrion Poiana richardsonii	205654.mitochondrion
Human calicivirus NLV/1464-01/SWE	227512
chloroplast Leucolejeunea xanthocarpa	414193.chloroplast
mitochondrion Anolis argenteolus	235292.mitochondrion
Cotton leaf curl Multan virus - [Bhatinda :05]	352887
mitochondrion Maranta leuconeura	34203.mitochondrion
mitochondrion Mandrillus leucophaeus	9568.mitochondrion
Bufo americanus	8389
chloroplast Lobelia erinus	16430.chloroplast
chloroplast Cotoneaster pannosus	143397.chloroplast
mitochondrion Laticauda colubrina	8628.mitochondrion
Callitropsis nootkatensis	85954
Bos primigenius	9909
mitochondrion Nectarinia notata voeltzkowi	234096.mitochondrion
Sapovirus Mc10	234601
Adeno-associated virus	272636
chloroplast Utricularia calycifida	204364.chloroplast
chloroplast Dodecatheon amethystinum	272079.chloroplast
mitochondrion Favia leptophylla	242719.mitochondrion
Borrelia sp. 10MT	76827
mitochondrion Chiroderma trinitatum	27647.mitochondrion
chloroplast Tillandsia viridiflora var. viridiflora	294091.chloroplast
Anopheles albimanus	7167
Haloferax denitrificans	35745
mitochondrion Liolaemus sarmientoi	299248.mitochondrion
chloroplast Bryum kikuyuense	216083.chloroplast
mitochondrion Phylloscopus inornatus	56436.mitochondrion
Abiotrophia defectiva	46125
mitochondrion Novumbra hubbsi	75937.mitochondrion
Human herpesvirus 6A	32603
Hippocampus comes	109280
Human herpesvirus 6B	32604
mitochondrion Trapelus ruderatus	118237.mitochondrion
Equus caballus papillomavirus - 1	333920
Cyathostomum coronatum	71429
Ateles paniscus x Ateles fusciceps (black spider monkey x	36234
mitochondrion Thamnophis cyrtopsis collaris	173384.mitochondrion
mitochondrion Mustelus norrisi	303944.mitochondrion
mitochondrion Craugastor crassidigitus	228433.mitochondrion
mitochondrion Ceratitis marriotti	314355.mitochondrion
chloroplast Cistanche sinensis	241807.chloroplast
mitochondrion Agaricus bitorquis	5343.mitochondrion
mitochondrion Sheppardia aequatorialis	141888.mitochondrion
Cercopis vulnerata	279269
mitochondrion Tupaia longipes	246436.mitochondrion
Malabaricus grouper nervous necrosis virus	138672
Woolly monkey hepatitis B Virus	68416
mitochondrion Sitta himalayensis	50253.mitochondrion
chloroplast Apios americana	185702.chloroplast
Streptococcus phage C1	230871
Escherichia coli O157:H7 str. Sakai	386585
mitochondrion Polytomella sp. Pringsheim 198.80	37502.mitochondrion
chloroplast Thamnea thesioides	266479.chloroplast
Streptomyces antibioticus	1890
Vipera nikolskii	110206
chloroplast Paracladopus chanthaburiensis	426328.chloroplast
chloroplast Samadera bidwillii	43727.chloroplast
Leptospira sp. L528	399729
chloroplast Disa ukingensis	376085.chloroplast
Ophiostoma mitovirus 6	88389
mitochondrion Pteropus speciosus	161599.mitochondrion
chloroplast Hordeum jubatum	4517.chloroplast
Harpagochromis squamipinnis	303552
mitochondrion Candida glabrata	5478.mitochondrion
chloroplast Gymnotheca chinensis	126643.chloroplast
mitochondrion Phyllastrephus placidus	374623.mitochondrion
chloroplast Zingiber sulphureum	199672.chloroplast
chloroplast Phaseolus albinervus	376822.chloroplast
Aspergillus parasiticus	5067
Hapalemur griseus	13557
chloroplast Thamnochortus karooica	283000.chloroplast
mitochondrion Gasterosteus aculeatus	69293.mitochondrion
mitochondrion Centrarchus macropterus	201694.mitochondrion
Pseudopediastrum boryanum	55410
plastid Hordeum vulgare subsp. vulgare	112509.plastid
Juniperus oxycedrus	69008
Borrelia afzelii	29518
mitochondrion Parachanna obscura	304449.mitochondrion
mitochondrion Thryothorus semibadius	197871.mitochondrion
mitochondrion Myiobius barbatus	190023.mitochondrion
chloroplast Davallia mariesii var. stenolepis	328201.chloroplast
mitochondrion Carollia subrufa	138697.mitochondrion
mitochondrion Locustella lanceolata	260104.mitochondrion
Opuntia virus X	253702
mitochondrion Icterus chrysocephalus	105682.mitochondrion
Bombyx mori cypovirus 1	110829
mitochondrion Nephrurus wheeleri	255192.mitochondrion
Banana virus X	307671
Triatoma pallidipennis	30077
Leptospira interrogans serovar Javanica	290342
chloroplast Halimeda magnidisca	170424.chloroplast
Pygathrix nemaeus	54133
mitochondrion Oriolus oriolus	181099.mitochondrion
Symphytum officinale	278672
mitochondrion Chaetodipus californicus	145408.mitochondrion
mitochondrion Dasypus kappleri	81630.mitochondrion
Pseudomonas sp. SY-77-1	269086
Norovirus Hu/GGII.4/Tiel001/1995/NL	444115
chloroplast Indotristicha ramosissima	116734.chloroplast
Chlorella virus Marburg 1	296144
chloroplast Chamaedorea nationsiana	348479.chloroplast
Tyrannochromis maculiceps	313996
mitochondrion Pardosa monticola	378665.mitochondrion
mitochondrion Glossophaga leachi	177160.mitochondrion
mitochondrion Neolamprologus toae	34808.mitochondrion
chloroplast Discolobium psoraleifolium	107357.chloroplast
Sinorhizobium arboris	76745
Allium cepa	4679
mitochondrion Peperomia polybotrya	41256.mitochondrion
Haliotis madaka	81897
Phytophthora alni subsp. uniformis	299393
chloroplast Ranunculus serbicus	286994.chloroplast
chloroplast Centrolepis monogyna	357899.chloroplast
Proteus sp. PR425	419238
Fenneropenaeus merguiensis	71412
chloroplast Alloispermum scabrifolium	217839.chloroplast
Bacillus sp. NBL420	165829
chloroplast Globba pendula	110702.chloroplast
mitochondrion Xenotilapia longispinis	240485.mitochondrion
Actinobacillus suis	716
Norovirus Hu/NLV/Oxford/B4S2/2002/UK	272570
Natrinema sp. CX2021	290611
Montana myotis leukoencephalitis virus	64312
chloroplast Xyris jupicai	217532.chloroplast
Sarcina ventriculi	1267
Norovirus Sydney 2212	272871
Vibrio phage VP5	260827
Vibrio phage VP2	260372
mitochondrion Notarius biff	287708.mitochondrion
plastid Fenneropenaeus chinensis	139456.plastid
Mycobacterium bovis BCG str. Pasteur 1173P2	410289
chloroplast Stylisma patens	197447.chloroplast
Powassan virus	11083
Pleospora triglochinicola	183473
Ralstonia phage p12J	247080
mitochondrion Theragra finnmarchica	421885.mitochondrion
Blepharisma americanum	5960
mitochondrion Andropadus gracilis	374617.mitochondrion
Monoclea forsteri	93846
mitochondrion Necator americanus	51031.mitochondrion
mitochondrion Auxis rochei	217026.mitochondrion
Mentha arvensis	292239
mitochondrion Diadema sp. seto9	146046.mitochondrion
Hylobates muelleri	9588
Rotavirus G194A	72135
Acinonyx jubatus	32536
Rotavirus G194C	72137
Rotavirus G194B	72136
chloroplast Austrocactus bertinii	153840.chloroplast
chloroplast Abutilon x hybridum	93741.chloroplast
Dianthus caryophyllus	3570
Human enterovirus Hangzhou13-02	310756
chloroplast Monanthochloe littoralis	160556.chloroplast
chloroplast Phoenix dactylifera	42345.chloroplast
Influenza A virus(A/chicken/Guangxi/KMI/99(H9N2))	163012
Panthera pardus	9691
chloroplast Psathyrostachys rupestris subsp. rupestris	291399.chloroplast
mitochondrion Lophophorus sclateri	228249.mitochondrion
mitochondrion Melia toosendan	71608.mitochondrion
Lepomis macrochirus	13106
Hypopterygium filiculaeforme	98741
mitochondrion Tamias senex	123794.mitochondrion
mitochondrion Thomomys talpoides	35660.mitochondrion
mitochondrion Pyrrhura perlata	311897.mitochondrion
chloroplast Acanthospermum australe	185140.chloroplast
Reticuloendotheliosis virus	11636
Ruminococcus gnavus	33038
mitochondrion Grus canadensis pulla	96785.mitochondrion
Typhula ishikariensis	69361
Pelobacter acidigallici	35816
chloroplast Phalaenopsis mannii	200641.chloroplast
mitochondrion Synaphobranchus kaupii	118154.mitochondrion
mitochondrion Ocyalus latirostris	186229.mitochondrion
chloroplast Phillyrea angustifolia	96521.chloroplast
Vipera berus berus	31156
chloroplast Nicotiana alata	4087.chloroplast
chloroplast Capsella bursa-pastoris	3719.chloroplast
Human coronavirus HKU1	290028
chloroplast Psammisia ulbrichiana	249297.chloroplast
chloroplast Phytolacca americana	3527.chloroplast
chloroplast Salpistele pensilis	125540.chloroplast
chloroplast Lophozia obtusa	402128.chloroplast
mitochondrion Lecanicillium muscarium	291364.mitochondrion
Pisolithus sp. 441	153153
Citrobacter murliniae	67829
chloroplast Glycyrrhiza glabra	49827.chloroplast
Salmonella enterica subsp. enterica serovar Mbandaka	192954
mitochondrion Ispidina madagascariensis	325330.mitochondrion
mitochondrion Corvus brachyrhynchos	85066.mitochondrion
mitochondrion Flexamia pyrops	57356.mitochondrion
Bovine rotavirus B-11	171615
chloroplast Ponera australis	142343.chloroplast
mitochondrion Heloderma horridum	8551.mitochondrion
mitochondrion Spermophilus mexicanus mexicanus	99845.mitochondrion
Candidatus Endobugula sertula	62101
mitochondrion Zoothera lunulata	46908.mitochondrion
Listeria ivanovii	1638
Alternanthera pungens	240021
chloroplast Oblivia mikanioides	183058.chloroplast
chloroplast Lilium nevadense	84050.chloroplast
chloroplast Oenanthe millefolia	348450.chloroplast
Enterobacter sp. TR 85	304210
mitochondrion Mustelus asterias	112232.mitochondrion
Old World harvest mouse papillomavirus	10568
mitochondrion Pseudotriccus simplex	360246.mitochondrion
chloroplast Plagiochilion conjugatum	336954.chloroplast
Subterranean clover stunt virus	291608
mitochondrion Lafresnaya lafresnayi	56655.mitochondrion
chloroplast Amorphophallus napiger	175743.chloroplast
Medicago scutellata	36901
Papio hamadryas	9557
mitochondrion Orthriophis taeniurus	74398.mitochondrion
Norovirus Hu/Maizuru/010524/2001/JP/3229	442406
Nyctophila cf. caucasica JCD-2005	335070
chloroplast Hordeum patagonicum subsp. patagonicum	112511.chloroplast
mitochondrion Polytomella parva	51329.mitochondrion
chloroplast Rosa bracteata	74653.chloroplast
mitochondrion Mesomys hispidus	30627.mitochondrion
mitochondrion Aonyx capensis	76722.mitochondrion
mitochondrion Neomys fodiens	62282.mitochondrion
Plasmodium vinckei lentum	138297
chloroplast Sonchus palustris	50210.chloroplast
mitochondrion Malurus cyaneus	55807.mitochondrion
mitochondrion Plethodon angusticlavius	332578.mitochondrion
Influenza C virus	424583
chloroplast Anacampseros karasmontana	401540.chloroplast
Pan troglodytes	9598
plastid Wajira albescens	271813.plastid
chloroplast Remijia chelomaphylla	273804.chloroplast
mitochondrion Artibeus jamaicensis jamaicensis	406806.mitochondrion
mitochondrion Roboastra europaea	189538.mitochondrion
plastid Hedophyllum sessile	169780.plastid
chloroplast Globba fragilis	138148.chloroplast
chloroplast Lindenbergia sp. Thulin 8079	69068.chloroplast
mitochondrion Batrachocottus nikolskii	79686.mitochondrion
Abiotrophia para-adiacens	191553
Takifugu obscurus	309541
mitochondrion Sceloporus orcutti	43632.mitochondrion
Thinopyrum intermedium	85679
Saccharomyces paradoxus	27291
mitochondrion Mimus gundlachii	111997.mitochondrion
mitochondrion Cyprinella nivea	87720.mitochondrion
Orientobilharzia turkestanicum	100596
Cynara cardunculus	4265
Coryphopterus nicholsi	79888
chloroplast Melica altissima	29685.chloroplast
Brassica insularis	69183
SARS coronavirus BJ162	321147
mitochondrion Alticola macrotis vinogradovi	400405.mitochondrion
Azospirillum lipoferum	193
chloroplast Meteoridium tenuissimum	195109.chloroplast
chloroplast Disa cardinalis	62839.chloroplast
chloroplast Symplocos sumuntia	251602.chloroplast
chloroplast Aristolochia navicularis	360041.chloroplast
Bayou virus	37962
Avian orthoreovirus strain 601SI	253448
Tigriopus japonicus	158387
plastid Haworthia blackburniae var. blackburniae	210968.plastid
Bradyrhizobium sp. SNU001	84640
chloroplast Marsupidium latifolium	280630.chloroplast
Drosophila mediopunctata	161732
Ateles paniscus	9510
Cebus olivaceus	37295
Pseudoalteromonas sp. CY24	210426
Norovirus Hu/OsakaNI/2004/JP	369966
Bacillus psychrosaccharolyticus	1407
mitochondrion Schistosoma spindale	6189.mitochondrion
chloroplast Fragaria vesca	57918.chloroplast
Hadrurus gertschi	380989
Pycnoporus cinnabarinus	5643
Solaster stimpsoni	7598
SARS coronavirus TJF	284672
Tomato yellow leaf curl China virus-Tb[Y10]	221527
chloroplast Feldmannia irregularis	133509.chloroplast
Murine rotavirus	28327
chloroplast Operculina turpethum	197426.chloroplast
Yersinia pseudotuberculosis IP 32953	273123
Bacteroidetes bacterium endosymbiont of Bemisia tabaci	235574
chloroplast Arnica dealbata	149409.chloroplast
mitochondrion Thalassarche carteri	79644.mitochondrion
Oscillatoria sp. NKBG091600	84532
Nomascus leucogenys	61853
Androctonus mauretanicus mauretanicus	6860
Arthrobacter dextranolyticus	242599
Southern bean mosaic virus	12139
mitochondrion Protoptilum sp. USNM 94465	161893.mitochondrion
Escherichia sp. Sflu5	299586
Sida yellow vein Madurai virus	420255
Leptospira interrogans serovar Copenhageni	44275
chloroplast Polyalthia suberosa	105757.chloroplast
Drosophila nagarholensis	137075
Gloeobacter violaceus PCC 7421	251221
Pseudomonas sp. PS-7	404579
Buffalo herpesvirus 1	171005
Phytophthora ramorum	164328
mitochondrion Nectarinia humbloti humbloti	234093.mitochondrion
mitochondrion Diadema sp. dsm5	146043.mitochondrion
Tomato leaf curl China virus - [G32]	269303
mitochondrion Dasyurus viverrinus	9279.mitochondrion
mitochondrion Falcipennis canadensis franklinii	211915.mitochondrion
chloroplast Gaultheria foliolosa	157508.chloroplast
Cryptovalsa sp. BCC 7197	295079
mitochondrion Aphaniotis fusca	89036.mitochondrion
Nocardia sp. C-14-1	312532
Stigmatella aurantiaca DW4/3-1	378806
mitochondrion Maoricicada otagoensis maceweni	348798.mitochondrion
Parastrongyloides trichosuri	131310
Erithacus rubecula	37610
Nicotiana umbratica	118712
mitochondrion Phoca vitulina	9720.mitochondrion
chloroplast Aloe arborescens	45385.chloroplast
mitochondrion Heterandria formosa	55104.mitochondrion
Hollyhock leaf crumple virus-[Cairo]	223279
Oenoccocus phage fOgPSU1	264986
Clarias gariepinus	13013
mitochondrion Hirundo albigularis	317133.mitochondrion
chloroplast Plagiochila superba	173488.chloroplast
Oryza glaberrima	4538
mitochondrion Leptotyphlops dulcis	52437.mitochondrion
chloroplast Plagiobryum donianum	66993.chloroplast
chloroplast Matayba sp. Chase 2132	291019.chloroplast
Eubacterium ramulus	39490
Citrobacter rodentium	67825
mitochondrion Macaca nemestrina nemestrina	90388.mitochondrion
mitochondrion Hypoplectrus indigo	222834.mitochondrion
plastid Euclea crispa	384959.plastid
chloroplast Carpenteria californica	23101.chloroplast
mitochondrion Bathybates graueri	293468.mitochondrion
mitochondrion Sylvisorex sp. FMNH-144240	307109.mitochondrion
Rat parvovirus 1a	74581
mitochondrion Formica candida	299549.mitochondrion
chloroplast Cedrela odorata	124947.chloroplast
chloroplast Elaeagnus umbellata	43233.chloroplast
Streptomyces hygroscopicus subsp. limoneus	264445
chloroplast Androsace adfinis subsp. brigantiaca	229425.chloroplast
Ageratum yellow vein China virus-associated DNA beta	329288
chloroplast Heterophyllium nematosum	98950.chloroplast
Rana japonica	8402
Burkholderia thailandensis E264	271848
chloroplast Triticum aestivum	4565.chloroplast
Lycium barbarum	112863
chloroplast Elymus panormitanus	129750.chloroplast
mitochondrion Praezygaena agria	287226.mitochondrion
chloroplast Hamamelis virginiana	4397.chloroplast
mitochondrion Asarcornis scutulata	75869.mitochondrion
plastid Diospyros natalensis	413763.plastid
mitochondrion Spermophilus townsendi townsendi	99865.mitochondrion
Maize red stripe virus	364158
chloroplast Pseudendoclonium akinetum	160070.chloroplast
chloroplast Alpinia zerumbet	97723.chloroplast
chloroplast Ophiorrhiza hayatana	367362.chloroplast
Deerpox virus W-1170-84	305676
chloroplast Rhododendron hongkongense	49165.chloroplast
Ophiostoma mitovirus 5	88388
Ophiostoma mitovirus 4	88387
Sardinops melanostictus	41697
Siegesbeckia yellow vein virus-[GD22]	371408
Xiphophorus maculatus x Xiphophorus helleri	96538
mitochondrion Brycon petrosus	190791.mitochondrion
Pisum sativum subsp. transcaucasicum	334824
chloroplast Hybosema robustum	54749.chloroplast
Drosophila mimica	7270
Cerianthus sp. DW-2003	232429
mitochondrion Pomacentrus trilineatus	229141.mitochondrion
chloroplast Talinum paniculatum	107604.chloroplast
Cynomolgus Epstein-Barr Virus TsB-B6	104240
mitochondrion Pycnonotus barbatus	175013.mitochondrion
